Period,nsa,sf,sa,sa_4week
8/25/2012,312542,83,377000,373250
9/1/2012,309537,83,371000,373250
9/8/2012,299729,76,393000,379250
9/15/2012,330454,84,392000,383250
9/22/2012,303685,81,377000,383250
9/29/2012,301046,80,376000,384500
10/6/2012,329925,94,350000,373750
10/13/2012,362730,94,386000,372250
10/20/2012,345227,92,374000,371500
10/27/2012,339924,94,364000,368500
11/3/2012,361823,99,365000,372250
11/10/2012,478551,107,446000,387250
11/17/2012,403636,99,406000,395250
11/24/2012,358865,92,388000,401250
12/1/2012,500163,133,375000,403750
12/8/2012,429191,126,340000,377250
12/15/2012,401431,113,356000,364750
12/22/2012,457584,126,362000,358250
12/29/2012,490126,136,362000,355000
1/5/2013,557424,153,363000,369750
1/12/2013,558047,162,344000,363750
1/19/2013,437360,129,339000,352000
1/26/2013,369567,101,366000,353000
2/2/2013,388708,108,361000,352500
2/9/2013,361759,104,347000,353250
2/16/2013,351087,97,362000,359000
2/23/2013,310512,91,342000,353000
3/2/2013,335794,99,340000,347750
3/9/2013,317661,93,343000,346750
3/16/2013,301471,88,343000,342000
3/23/2013,316133,88,358000,346000
3/30/2013,317494,85,375000,354750
4/6/2013,356935,100,359000,358750
4/13/2013,359415,101,356000,362000
4/20/2013,326264,95,343000,358250
4/27/2013,301622,91,331000,347250
5/4/2013,301602,90,335000,341250
5/11/2013,320253,89,360000,342250
5/18/2013,303357,88,343000,342250
5/25/2013,319508,90,353000,347750
6/1/2013,294608,85,346000,350500
6/8/2013,332964,99,337000,344750
6/15/2013,336970,95,353000,347250
6/22/2013,336901,97,347000,345750
6/29/2013,335424,99,340000,344250
7/6/2013,383811,109,351000,347750
7/13/2013,410974,119,344000,345500
7/20/2013,340457,96,355000,347500
7/27/2013,281692,84,334000,346000
8/3/2013,288861,85,339000,343000
8/10/2013,282756,87,327000,338750
8/17/2013,281164,83,340000,335000
8/24/2013,279803,83,336000,335500
8/31/2013,269359,83,325000,332000
9/7/2013,229648,77,300000,325250
9/14/2013,272946,85,323000,321000
9/21/2013,255087,81,314000,315500
9/28/2013,252196,79,319000,314000
10/5/2013,335937,91,368000,331000
10/12/2013,360957,98,368000,342250
10/19/2013,312037,89,351000,351500
10/26/2013,325326,94,347000,358500
11/2/2013,331867,97,342000,352000
11/9/2013,364167,107,340000,345000
11/16/2013,327053,99,331000,340000
11/23/2013,369197,117,316000,332250
11/30/2013,321896,103,312000,324750
12/7/2013,463413,131,354000,328250
12/14/2013,414613,114,364000,336500
12/21/2013,418272,125,334000,341000
12/28/2013,452664,136,332000,346000
1/4/2014,488537,152,322000,338000
1/11/2014,534966,168,318000,326500
1/18/2014,416116,127,327000,324750
1/25/2014,357806,105,340000,326750
2/1/2014,357742,108,331000,329000
2/8/2014,360338,107,337000,333750
2/15/2014,322761,97,332000,335000
2/22/2014,312665,92,341000,335250
3/1/2014,317832,100,319000,332250
3/8/2014,302311,94,322000,328500
3/15/2014,285970,89,321000,325750
3/22/2014,274072,88,313000,318750
3/29/2014,294862,89,330000,321500
4/5/2014,299162,96,311000,318750
4/12/2014,318793,104,308000,315500
4/19/2014,299182,91,327000,319000
4/26/2014,318127,92,345000,322750
5/3/2014,288748,89,325000,326250
5/10/2014,270738,90,303000,325000
5/17/2014,287398,89,324000,324250
5/24/2014,275412,90,305000,314250
5/31/2014,264133,85,312000,311000
6/7/2014,313371,99,317000,314500
6/14/2014,301195,96,314000,312000
6/21/2014,305029,97,315000,314500
6/28/2014,305791,99,308000,313500
7/5/2014,322753,107,302000,309750
7/12/2014,370559,120,308000,308250
7/19/2014,287049,98,294000,303000
7/26/2014,257625,85,303000,301750
8/2/2014,247877,84,295000,300000
8/9/2014,269468,87,309000,300250
8/16/2014,249463,82,303000,302500
8/23/2014,249006,83,300000,301750
8/30/2014,249780,83,303000,303750
9/6/2014,234755,77,307000,303250
9/13/2014,242318,84,288000,299500
9/20/2014,239780,81,295000,298250
9/27/2014,227571,79,290000,295000
10/4/2014,257545,88,293000,291500
10/11/2014,273756,98,281000,289750
10/18/2014,256166,88,290000,288500
10/25/2014,271331,93,291000,288750
11/1/2014,266921,95,280000,285500
11/8/2014,309338,106,291000,288000
11/15/2014,286115,98,293000,288750
11/22/2014,357202,118,303000,291750
11/29/2014,294389,101,291000,294500
12/6/2014,389284,134,291000,294500
12/13/2014,327827,115,286000,292750
12/20/2014,340827,124,276000,286000
12/27/2014,389757,137,285000,284500
1/3/2015,439342,150,294000,285250
1/10/2015,529685,174,304000,289750
1/17/2015,383538,129,298000,295250
1/24/2015,281885,108,261000,289250
1/31/2015,306643,109,281000,286000
2/7/2015,324158,109,298000,284500
2/14/2015,277904,97,285000,281250
2/21/2015,280639,92,305000,292250
2/28/2015,315566,100,317000,301250
3/7/2015,277925,95,293000,300000
3/14/2015,260242,90,290000,301250
3/21/2015,248032,87,284000,296000
3/28/2015,239748,89,269000,284000
4/4/2015,253533,90,282000,281250
4/11/2015,308173,103,298000,283250
4/18/2015,279797,95,295000,286000
4/25/2015,250780,93,269000,286000
5/2/2015,236421,89,267000,282250
5/9/2015,242882,90,271000,275500
5/16/2015,243612,88,276000,270750
5/23/2015,253454,90,281000,273750
5/30/2015,230676,84,275000,275750
6/6/2015,275619,99,278000,277500
6/13/2015,258764,96,269000,275750
6/20/2015,263199,96,273000,273750
6/27/2015,274646,100,275000,273750
7/4/2015,303585,104,292000,277250
7/11/2015,344471,121,285000,281250
7/18/2015,262949,99,265000,279250
7/25/2015,230314,86,269000,277750
8/1/2015,224104,83,270000,272250
8/8/2015,239326,87,274000,269500
8/15/2015,229251,82,279000,273000
8/22/2015,226649,83,274000,274250
8/29/2015,230079,82,279000,276500
9/5/2015,232507,85,273000,276250
9/12/2015,198903,75,264000,272500
9/19/2015,219342,82,269000,271250
9/26/2015,215116,79,272000,269500
10/3/2015,227176,85,267000,268000
10/10/2015,256522,97,265000,268250
10/17/2015,232860,88,264000,267000
10/24/2015,245365,93,264000,265000
10/31/2015,258440,94,275000,267000
11/7/2015,291098,106,276000,269750
11/14/2015,264816,97,272000,271750
11/21/2015,305424,117,261000,271000
11/28/2015,262628,99,265000,268500
12/5/2015,384491,137,280000,269500
12/12/2015,313276,117,268000,268500
12/19/2015,319641,123,260000,268250
12/26/2015,346542,126,276000,271000
1/2/2016,405368,148,273000,269250
1/9/2016,502904,177,284000,273250
1/16/2016,378747,131,290000,280750
1/23/2016,295936,110,269000,279000
1/30/2016,311940,111,281000,281000
2/6/2016,290796,110,265000,276250
2/13/2016,258380,98,263000,269500
2/20/2016,248870,92,272000,270250
2/27/2016,265802,99,269000,267250
3/5/2016,247628,97,257000,265250
3/12/2016,236888,90,263000,265250
3/19/2016,230882,87,264000,263250
3/26/2016,235716,86,273000,264250
4/2/2016,245035,90,272000,268000
4/9/2016,270419,103,263000,268000
4/16/2016,242400,95,255000,265750
4/23/2016,245040,95,259000,262250
4/30/2016,243392,88,277000,263500
5/7/2016,261899,90,290000,270250
5/14/2016,244869,88,279000,276250
5/21/2016,240798,90,268000,278500
5/28/2016,246740,93,264000,275250
6/4/2016,232300,88,265000,269000
6/11/2016,266277,98,273000,267500
6/18/2016,247968,95,261000,265750
6/25/2016,263662,101,262000,265250
7/2/2016,267437,105,256000,263000
7/9/2016,298673,116,257000,259000
7/16/2016,268526,103,260000,258750
7/23/2016,231925,88,264000,259250
7/30/2016,219202,82,266000,261750
8/6/2016,231542,87,266000,264000
8/13/2016,219570,83,265000,265250
8/20/2016,217011,82,265000,265500
8/27/2016,215688,82,262000,264500
9/3/2016,217715,85,257000,262250
9/10/2016,193291,76,253000,259250
9/17/2016,205649,82,252000,256000
9/24/2016,198455,80,247000,252250
10/1/2016,200456,82,246000,249500
10/8/2016,238581,95,251000,249000
10/15/2016,233633,89,264000,252000
10/22/2016,237314,92,257000,254500
10/29/2016,245751,93,265000,259250
11/5/2016,258608,103,251000,259250
11/12/2016,223770,96,232000,251250
11/19/2016,287794,116,248000,249000
11/26/2016,249774,96,260000,247750
12/3/2016,351580,139,252000,248000
12/10/2016,305268,121,251000,252750
12/17/2016,315068,120,262000,256250
12/24/2016,343213,135,254000,254750
12/31/2016,350561,149,236000,250750
1/7/2017,414742,170,244000,249000
1/14/2017,352799,144,246000,245000
1/21/2017,284030,111,256000,245500
1/28/2017,280983,117,241000,246750
2/4/2017,259713,110,236000,244750
2/11/2017,245886,101,242000,243750
2/18/2017,239322,97,247000,241500
2/25/2017,212829,92,232000,239250
3/4/2017,243959,99,246000,241750
3/11/2017,222227,91,244000,242250
3/18/2017,224693,88,255000,244250
3/25/2017,228269,89,256000,250250
4/1/2017,208347,88,236000,247750
4/8/2017,239823,101,237000,246000
4/15/2017,225864,93,244000,243250
4/22/2017,241611,96,251000,242000
4/29/2017,210955,88,241000,243250
5/6/2017,215040,91,237000,243250
5/13/2017,206905,87,237000,241500
5/20/2017,210544,90,234000,237250
5/27/2017,232138,92,251000,239750
6/3/2017,212696,87,244000,241500
6/10/2017,234652,99,238000,241750
6/17/2017,228883,94,243000,244000
6/24/2017,239635,101,237000,240500
7/1/2017,252886,102,248000,241500
7/8/2017,284329,115,248000,244000
7/15/2017,257763,107,241000,243500
7/22/2017,220455,90,245000,245500
7/29/2017,198776,82,242000,244000
8/5/2017,211924,86,246000,243500
8/12/2017,198280,84,236000,242250
8/19/2017,195130,81,241000,241250
8/26/2017,196227,82,239000,240500
9/2/2017,250627,84,299000,253750
9/9/2017,211923,77,275000,263500
9/16/2017,212313,82,260000,268250
9/23/2017,212987,81,262000,274000
9/30/2017,204180,80,255000,263000
10/7/2017,229241,93,246000,255750
10/14/2017,205592,89,232000,248750
10/21/2017,216004,92,236000,242250
10/28/2017,215977,92,235000,237250
11/4/2017,242111,101,240000,235750
11/11/2017,236654,96,246000,239250
11/18/2017,275004,116,238000,239750
11/25/2017,224851,95,237000,240250
12/2/2017,326052,139,235000,239000
12/9/2017,282055,125,226000,234000
12/16/2017,287479,119,242000,235000
12/23/2017,325180,134,242000,236250
12/30/2017,351500,144,243000,238250
1/6/2018,403930,161,251000,244500
1/13/2018,354708,155,229000,241250
1/20/2018,260432,110,237000,240000
1/27/2018,268197,121,221000,234500
2/3/2018,243422,110,221000,227000
2/10/2018,233252,104,224000,225750
2/17/2018,212609,97,220000,221500
2/24/2018,196294,91,215000,220000
3/3/2018,225893,100,226000,221250
3/10/2018,205185,92,223000,221000
3/17/2018,198649,89,224000,222000
3/24/2018,195433,89,220000,223250
3/31/2018,201057,85,237000,226000
4/7/2018,231759,99,234000,228750
4/14/2018,226090,96,235000,231500
4/21/2018,200139,97,207000,228250
4/28/2018,186451,88,212000,222000
5/5/2018,190262,91,210000,216000
5/12/2018,195214,87,224000,213250
5/19/2018,207043,90,230000,219000
5/26/2018,202846,92,221000,221250
6/2/2018,191523,87,221000,224000
6/9/2018,217289,100,218000,222500
6/16/2018,206023,94,220000,220000
6/23/2018,222766,101,220000,219750
6/30/2018,231539,101,228000,221500
7/7/2018,264869,123,215000,220750
7/14/2018,232238,110,212000,218750
7/21/2018,201288,91,220000,218750
7/28/2018,179880,82,218000,216250
8/4/2018,185174,85,218000,217000
8/11/2018,180038,85,213000,217250
8/18/2018,173331,80,216000,216250
8/25/2018,175745,82,214000,215250
9/1/2018,173607,83,210000,213250
9/8/2018,162640,77,211000,212750
9/15/2018,173624,82,213000,212000
9/22/2018,172930,82,212000,211500
9/29/2018,171816,79,217000,213250
10/6/2018,193936,91,213000,213750
10/13/2018,190501,89,213000,213750
10/20/2018,198733,91,219000,215500
10/27/2018,198530,92,217000,215500
11/3/2018,214814,99,217000,216500
11/10/2018,235981,108,218000,217750
11/17/2018,226576,102,222000,218500
11/24/2018,218658,94,232000,222250
12/1/2018,317936,137,232000,226000
12/8/2018,261525,129,203000,222250
12/15/2018,255195,118,216000,220750
12/22/2018,291581,133,219000,217500
12/29/2018,327388,144,228000,216500
1/5/2019,350681,160,220000,220750
1/12/2019,343678,159,216000,220750
1/19/2019,269369,129,209000,218250
1/26/2019,250580,106,236000,220250
2/2/2019,254263,111,230000,222750
2/9/2019,242762,106,228000,225750
2/16/2019,210679,97,218000,228000
2/23/2019,203049,91,224000,225000
3/2/2019,220540,100,220000,222500
3/9/2019,209302,93,224000,221500
3/16/2019,194335,89,219000,221750
3/23/2019,190023,89,215000,219500
3/30/2019,183775,87,211000,217250
4/6/2019,196071,97,203000,212000
4/13/2019,196364,97,203000,208000
4/20/2019,211762,94,226000,210750
4/27/2019,204755,89,230000,215500
5/4/2019,204033,91,225000,221000
5/11/2019,188264,87,217000,224500
5/18/2019,191931,90,213000,221250
5/25/2019,198194,91,218000,218250
6/1/2019,189577,86,220000,217000
6/8/2019,220186,100,220000,217750
6/15/2019,205921,94,219000,219250
6/22/2019,225819,101,224000,220750
6/29/2019,224565,101,222000,221250
7/6/2019,231995,110,211000,219000
7/13/2019,243621,112,217000,218500
7/20/2019,196382,93,211000,215250
7/27/2019,178897,83,216000,213750
8/3/2019,179879,84,214000,214500
8/10/2019,186914,86,218000,214750
8/17/2019,171386,80,215000,215750
8/24/2019,176867,82,215000,215500
8/31/2019,179516,82,219000,216750
9/7/2019,160342,77,208000,214250
9/14/2019,173134,82,211000,213250
9/21/2019,175394,82,215000,213250
9/28/2019,172968,79,218000,213000
10/5/2019,188106,89,212000,214000
10/12/2019,201677,93,218000,215750
10/19/2019,186748,88,213000,215250
10/26/2019,198733,92,217000,215000
11/2/2019,205625,97,212000,215000
11/9/2019,238996,108,222000,216000
11/16/2019,227892,102,223000,218500
11/23/2019,252428,119,211000,217000
11/30/2019,216827,105,206000,215500
12/7/2019,317866,134,237000,219250
12/14/2019,270547,118,229000,220750
12/21/2019,287243,132,218000,222500
12/28/2019,312524,142,220000,226000
1/4/2020,335480,158,212000,219750
1/11/2020,338550,164,207000,214250
1/18/2020,282088,129,220000,214750
1/25/2020,229002,108,212000,212750
2/1/2020,224664,112,201000,210000
2/8/2020,219601,108,204000,209250
2/15/2020,209336,97,215000,208000
2/22/2020,199278,91,220000,210000
2/29/2020,216982,100,217000,214000
3/7/2020,200382,95,211000,215750
3/14/2020,251416,89,282000,232500
3/21/2020,2920162,88,3307000,1004250
3/28/2020,6015821,88,6867000,2666750
4/4/2020,6211406,94,6615000,4267750
4/11/2020,4965046,95,5237000,5506500
4/18/2020,4281648,96,4442000,5790250
4/25/2020,3515439,91,3867000,5040250
5/2/2020,2855561,90,3176000,4180500
5/9/2020,2356626,88,2687000,3543000
5/16/2020,2181640,89,2446000,3044000
5/23/2020,1915138,90,2123000,2608000
5/30/2020,1620008,85,1897000,2288250
6/6/2020,,100,,
6/13/2020,,95,,
6/20/2020,,99,,
6/27/2020,,101,,
7/4/2020,,107,,
7/11/2020,,116,,
7/18/2020,,97,,
7/25/2020,,84,,
8/1/2020,,83,,
8/8/2020,,86,,
8/15/2020,,81,,
8/22/2020,,82,,
8/29/2020,,82,,
9/5/2020,,85,,
9/12/2020,,74,,
9/19/2020,,81,,
9/26/2020,,80,,
10/3/2020,,85,,
10/10/2020,,94,,
10/17/2020,,87,,
10/24/2020,,92,,
10/31/2020,,94,,
11/7/2020,,105,,
11/14/2020,,101,,
11/21/2020,,118,,
11/28/2020,,101,,
12/5/2020,,139,,
12/12/2020,,119,,
12/19/2020,,127,,
12/26/2020,,128,,
1/2/2021,,154,,
1/9/2021,,172,,
1/16/2021,,131,,
1/23/2021,,110,,
1/30/2021,,115,,
2/6/2021,,110,,
2/13/2021,,100,,
2/20/2021,,91,,
2/27/2021,,99,,
3/6/2021,,98,,
3/13/2021,,90,,
3/20/2021,,88,,
3/27/2021,,88,,
4/3/2021,,88,,
